kode_puskesmas,nama,tipe_rawat,alamat,kode_bps,kecamatan,telepon,jumlah_tt,lat,lng,is_valid_coord,needs_geocoding,source_id,coverage_periode
PKM35120357,Puskesmas Situbondo Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Situbondo",3512,Kecamatan 3,031-8931621,13,-7.707406,114.016868,1,0,opendata_jatim,2024-OFFICIAL
PKM35120358,Puskesmas Situbondo Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Situbondo",3512,Kecamatan 4,031-8906315,30,-7.667715,114.056447,1,0,opendata_jatim,2024-OFFICIAL
PKM35120359,Puskesmas Situbondo Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Situbondo",3512,Kecamatan 5,031-8573489,23,-7.691786,114.058479,1,0,opendata_jatim,2024-OFFICIAL
PKM35120360,Puskesmas Situbondo Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Situbondo",3512,Kecamatan 6,031-8518098,24,-7.637905,113.98621,1,0,opendata_jatim,2024-OFFICIAL
PKM35120361,Puskesmas Situbondo Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Situbondo",3512,Kecamatan 7,031-8427704,23,-7.713442,113.935214,1,0,opendata_jatim,2024-OFFICIAL
PKM35120362,Puskesmas Situbondo Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Situbondo",3512,Kecamatan 8,031-8820184,14,-7.673583,113.979888,1,0,opendata_jatim,2024-OFFICIAL
PKM35120363,Puskesmas Situbondo Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Situbondo",3512,Kecamatan 9,031-8197758,12,-7.632322,113.930741,1,0,opendata_jatim,2024-OFFICIAL
PKM35120364,Puskesmas Situbondo Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Situbondo",3512,Kecamatan 10,031-8951201,21,-7.7109,114.039134,1,0,opendata_jatim,2024-OFFICIAL
PKM35120365,Puskesmas Situbondo Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Situbondo",3512,Kecamatan 11,031-8688967,27,-7.759182,113.929597,1,0,opendata_jatim,2024-OFFICIAL
PKM35120366,Puskesmas Situbondo 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Situbondo",3512,Kecamatan 12,031-8470774,0,-7.727257,113.939557,1,0,opendata_jatim,2024-OFFICIAL
PKM35120367,Puskesmas Situbondo 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Situbondo",3512,Kecamatan 13,031-8543481,0,-7.640223,114.070581,1,0,opendata_jatim,2024-OFFICIAL
PKM35120368,Puskesmas Situbondo 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Situbondo",3512,Kecamatan 14,031-8401601,0,-7.641105,114.03537,1,0,opendata_jatim,2024-OFFICIAL
PKM35120369,Puskesmas Situbondo 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Situbondo",3512,Kecamatan 15,031-8705991,0,-7.683934,113.976263,1,0,opendata_jatim,2024-OFFICIAL
PKM35120370,Puskesmas Situbondo 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Situbondo",3512,Kecamatan 16,031-8605612,0,-7.698814,113.944757,1,0,opendata_jatim,2024-OFFICIAL
PKM35120371,Puskesmas Situbondo 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Situbondo",3512,Kecamatan 17,031-8986438,0,-7.744121,113.937315,1,0,opendata_jatim,2024-OFFICIAL
PKM35120372,Puskesmas Situbondo 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Situbondo",3512,Kecamatan 18,031-8392099,0,-7.690998,113.938382,1,0,opendata_jatim,2024-OFFICIAL
PKM35120373,Puskesmas Situbondo 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Situbondo",3512,Kecamatan 19,031-8986209,0,-7.688144,114.049155,1,0,opendata_jatim,2024-OFFICIAL
PKM35120374,Puskesmas Situbondo 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Situbondo",3512,Kecamatan 20,031-8751924,0,-7.690245,114.042789,1,0,opendata_jatim,2024-OFFICIAL
PKM35130375,Puskesmas Probolinggo Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Probolinggo",3513,Kecamatan 1,031-8738577,10,-7.731828,113.239532,1,0,opendata_jatim,2024-OFFICIAL
PKM35130376,Puskesmas Probolinggo Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Probolinggo",3513,Kecamatan 2,031-8130359,18,-7.681347,113.269414,1,0,opendata_jatim,2024-OFFICIAL
PKM35130377,Puskesmas Probolinggo Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Probolinggo",3513,Kecamatan 3,031-8456331,19,-7.801133,113.249132,1,0,opendata_jatim,2024-OFFICIAL
PKM35130378,Puskesmas Probolinggo Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Probolinggo",3513,Kecamatan 4,031-8693830,14,-7.773836,113.165725,1,0,opendata_jatim,2024-OFFICIAL
PKM35130379,Puskesmas Probolinggo Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Probolinggo",3513,Kecamatan 5,031-8132146,30,-7.724825,113.147834,1,0,opendata_jatim,2024-OFFICIAL
PKM35130380,Puskesmas Probolinggo Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Probolinggo",3513,Kecamatan 6,031-8540226,22,-7.815319,113.221577,1,0,opendata_jatim,2024-OFFICIAL
PKM35130381,Puskesmas Probolinggo Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Probolinggo",3513,Kecamatan 7,031-8856648,19,-7.757417,113.161885,1,0,opendata_jatim,2024-OFFICIAL
PKM35130382,Puskesmas Probolinggo Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Probolinggo",3513,Kecamatan 8,031-8189083,29,-7.778099,113.287325,1,0,opendata_jatim,2024-OFFICIAL
PKM35130383,Puskesmas Probolinggo Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Probolinggo",3513,Kecamatan 9,031-8152179,29,-7.688665,113.161593,1,0,opendata_jatim,2024-OFFICIAL
PKM35130384,Puskesmas Probolinggo Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Probolinggo",3513,Kecamatan 10,031-8609253,23,-7.722165,113.180236,1,0,opendata_jatim,2024-OFFICIAL
PKM35130385,Puskesmas Probolinggo Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Probolinggo",3513,Kecamatan 11,031-8891615,16,-7.732868,113.202969,1,0,opendata_jatim,2024-OFFICIAL
PKM35130386,Puskesmas Probolinggo Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Probolinggo",3513,Kecamatan 12,031-8397005,13,-7.748025,113.191928,1,0,opendata_jatim,2024-OFFICIAL
PKM35130387,Puskesmas Probolinggo Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Probolinggo",3513,Kecamatan 13,031-8799539,26,-7.721485,113.231601,1,0,opendata_jatim,2024-OFFICIAL
PKM35130388,Puskesmas Probolinggo Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Probolinggo",3513,Kecamatan 14,031-8157443,29,-7.780653,113.171983,1,0,opendata_jatim,2024-OFFICIAL
PKM35130389,Puskesmas Probolinggo Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Probolinggo",3513,Kecamatan 15,031-8904624,16,-7.82877,113.184927,1,0,opendata_jatim,2024-OFFICIAL
PKM35130390,Puskesmas Probolinggo 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Probolinggo",3513,Kecamatan 16,031-8444061,0,-7.808042,113.177583,1,0,opendata_jatim,2024-OFFICIAL
PKM35130391,Puskesmas Probolinggo 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Probolinggo",3513,Kecamatan 17,031-8551574,0,-7.810803,113.216282,1,0,opendata_jatim,2024-OFFICIAL
PKM35130392,Puskesmas Probolinggo 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Probolinggo",3513,Kecamatan 18,031-8837852,0,-7.801889,113.197533,1,0,opendata_jatim,2024-OFFICIAL
PKM35130393,Puskesmas Probolinggo 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Probolinggo",3513,Kecamatan 19,031-8800499,0,-7.793182,113.226096,1,0,opendata_jatim,2024-OFFICIAL
PKM35130394,Puskesmas Probolinggo 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Probolinggo",3513,Kecamatan 20,031-8878086,0,-7.701008,113.148232,1,0,opendata_jatim,2024-OFFICIAL
PKM35130395,Puskesmas Probolinggo 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Probolinggo",3513,Kecamatan 21,031-8181644,0,-7.823232,113.139699,1,0,opendata_jatim,2024-OFFICIAL
PKM35130396,Puskesmas Probolinggo 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Probolinggo",3513,Kecamatan 22,031-8701253,0,-7.692062,113.228821,1,0,opendata_jatim,2024-OFFICIAL
PKM35130397,Puskesmas Probolinggo 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Probolinggo",3513,Kecamatan 23,031-8403578,0,-7.765292,113.239123,1,0,opendata_jatim,2024-OFFICIAL
PKM35130398,Puskesmas Probolinggo 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Probolinggo",3513,Kecamatan 24,031-8440544,0,-7.811572,113.140037,1,0,opendata_jatim,2024-OFFICIAL
PKM35130399,Puskesmas Probolinggo 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Probolinggo",3513,Kecamatan 25,031-8582446,0,-7.8025,113.288318,1,0,opendata_jatim,2024-OFFICIAL
PKM35130400,Puskesmas Probolinggo 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Probolinggo",3513,Kecamatan 26,031-8192410,0,-7.696876,113.283863,1,0,opendata_jatim,2024-OFFICIAL
PKM35130401,Puskesmas Probolinggo 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Probolinggo",3513,Kecamatan 27,031-8556839,0,-7.760126,113.153638,1,0,opendata_jatim,2024-OFFICIAL
PKM35130402,Puskesmas Probolinggo 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Probolinggo",3513,Kecamatan 28,031-8514991,0,-7.735781,113.220534,1,0,opendata_jatim,2024-OFFICIAL
PKM35130403,Puskesmas Probolinggo 14,non_rawat_inap,"Jl. Desa Sehat No. 14, Kabupaten Probolinggo",3513,Kecamatan 29,031-8332335,0,-7.690716,113.256029,1,0,opendata_jatim,2024-OFFICIAL
PKM35130404,Puskesmas Probolinggo 15,non_rawat_inap,"Jl. Desa Sehat No. 15, Kabupaten Probolinggo",3513,Kecamatan 30,031-8635280,0,-7.776709,113.163601,1,0,opendata_jatim,2024-OFFICIAL
PKM35130405,Puskesmas Probolinggo 16,non_rawat_inap,"Jl. Desa Sehat No. 16, Kabupaten Probolinggo",3513,Kecamatan 31,031-8303322,0,-7.728684,113.221597,1,0,opendata_jatim,2024-OFFICIAL
PKM35130406,Puskesmas Probolinggo 17,non_rawat_inap,"Jl. Desa Sehat No. 17, Kabupaten Probolinggo",3513,Kecamatan 32,031-8862712,0,-7.685052,113.1926,1,0,opendata_jatim,2024-OFFICIAL
PKM35130407,Puskesmas Probolinggo 18,non_rawat_inap,"Jl. Desa Sehat No. 18, Kabupaten Probolinggo",3513,Kecamatan 33,031-8254864,0,-7.676684,113.239971,1,0,opendata_jatim,2024-OFFICIAL
PKM35140408,Puskesmas Pasuruan Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Pasuruan",3514,Kecamatan 1,031-8281926,16,-7.683897,112.849031,1,0,opendata_jatim,2024-OFFICIAL
PKM35140409,Puskesmas Pasuruan Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Pasuruan",3514,Kecamatan 2,031-8179013,30,-7.625316,112.947234,1,0,opendata_jatim,2024-OFFICIAL
PKM35140410,Puskesmas Pasuruan Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Pasuruan",3514,Kecamatan 3,031-8586490,25,-7.693357,112.949256,1,0,opendata_jatim,2024-OFFICIAL
PKM35140411,Puskesmas Pasuruan Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Pasuruan",3514,Kecamatan 4,031-8814220,24,-7.600989,112.94718,1,0,opendata_jatim,2024-OFFICIAL
PKM35140412,Puskesmas Pasuruan Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Pasuruan",3514,Kecamatan 5,031-8754858,30,-7.573835,112.915919,1,0,opendata_jatim,2024-OFFICIAL
PKM35140413,Puskesmas Pasuruan Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Pasuruan",3514,Kecamatan 6,031-8258290,20,-7.669987,112.980956,1,0,opendata_jatim,2024-OFFICIAL
PKM35140414,Puskesmas Pasuruan Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Pasuruan",3514,Kecamatan 7,031-8417530,30,-7.651338,112.900627,1,0,opendata_jatim,2024-OFFICIAL
PKM35140415,Puskesmas Pasuruan Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Pasuruan",3514,Kecamatan 8,031-8631981,21,-7.594287,112.920227,1,0,opendata_jatim,2024-OFFICIAL
PKM35140416,Puskesmas Pasuruan Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Pasuruan",3514,Kecamatan 9,031-8159653,11,-7.709829,112.899479,1,0,opendata_jatim,2024-OFFICIAL
PKM35140417,Puskesmas Pasuruan Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Pasuruan",3514,Kecamatan 10,031-8996840,30,-7.662702,112.871532,1,0,opendata_jatim,2024-OFFICIAL
PKM35140418,Puskesmas Pasuruan Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Pasuruan",3514,Kecamatan 11,031-8585188,22,-7.707253,112.920653,1,0,opendata_jatim,2024-OFFICIAL
PKM35140419,Puskesmas Pasuruan Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Pasuruan",3514,Kecamatan 12,031-8571579,11,-7.628847,112.978277,1,0,opendata_jatim,2024-OFFICIAL
PKM35140420,Puskesmas Pasuruan Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Pasuruan",3514,Kecamatan 13,031-8437145,16,-7.576252,112.917065,1,0,opendata_jatim,2024-OFFICIAL
PKM35140421,Puskesmas Pasuruan Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Pasuruan",3514,Kecamatan 14,031-8572407,11,-7.624899,112.905819,1,0,opendata_jatim,2024-OFFICIAL
PKM35140422,Puskesmas Pasuruan Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Pasuruan",3514,Kecamatan 15,031-8849014,20,-7.70514,112.96946,1,0,opendata_jatim,2024-OFFICIAL
PKM35140423,Puskesmas Pasuruan Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Pasuruan",3514,Kecamatan 16,031-8359778,11,-7.708207,112.92898,1,0,opendata_jatim,2024-OFFICIAL
PKM35140424,Puskesmas Pasuruan Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Pasuruan",3514,Kecamatan 17,031-8648141,26,-7.608481,112.984158,1,0,opendata_jatim,2024-OFFICIAL
PKM35140425,Puskesmas Pasuruan Rawat Inap 18,rawat_inap,"Jl. Raya Kesehatan No. 18, Kabupaten Pasuruan",3514,Kecamatan 18,031-8506235,19,-7.624131,112.883824,1,0,opendata_jatim,2024-OFFICIAL
PKM35140426,Puskesmas Pasuruan Rawat Inap 19,rawat_inap,"Jl. Raya Kesehatan No. 19, Kabupaten Pasuruan",3514,Kecamatan 19,031-8154909,29,-7.656297,112.879739,1,0,opendata_jatim,2024-OFFICIAL
PKM35140427,Puskesmas Pasuruan 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Pasuruan",3514,Kecamatan 20,031-8169113,0,-7.595424,112.929169,1,0,opendata_jatim,2024-OFFICIAL
PKM35140428,Puskesmas Pasuruan 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Pasuruan",3514,Kecamatan 21,031-8505341,0,-7.668949,112.914874,1,0,opendata_jatim,2024-OFFICIAL
PKM35140429,Puskesmas Pasuruan 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Pasuruan",3514,Kecamatan 22,031-8788457,0,-7.676236,112.941397,1,0,opendata_jatim,2024-OFFICIAL
PKM35140430,Puskesmas Pasuruan 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Pasuruan",3514,Kecamatan 23,031-8257677,0,-7.567394,112.922032,1,0,opendata_jatim,2024-OFFICIAL
PKM35140431,Puskesmas Pasuruan 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Pasuruan",3514,Kecamatan 24,031-8248298,0,-7.668362,112.918838,1,0,opendata_jatim,2024-OFFICIAL
PKM35140432,Puskesmas Pasuruan 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Pasuruan",3514,Kecamatan 25,031-8787923,0,-7.575021,112.875237,1,0,opendata_jatim,2024-OFFICIAL
PKM35140433,Puskesmas Pasuruan 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Pasuruan",3514,Kecamatan 26,031-8723945,0,-7.609943,112.888313,1,0,opendata_jatim,2024-OFFICIAL
PKM35140434,Puskesmas Pasuruan 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Pasuruan",3514,Kecamatan 27,031-8686072,0,-7.608287,112.839155,1,0,opendata_jatim,2024-OFFICIAL
PKM35140435,Puskesmas Pasuruan 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Pasuruan",3514,Kecamatan 28,031-8952686,0,-7.661431,112.952266,1,0,opendata_jatim,2024-OFFICIAL
PKM35140436,Puskesmas Pasuruan 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Pasuruan",3514,Kecamatan 29,031-8874661,0,-7.701253,112.938053,1,0,opendata_jatim,2024-OFFICIAL
PKM35140437,Puskesmas Pasuruan 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Pasuruan",3514,Kecamatan 30,031-8197992,0,-7.562154,112.971592,1,0,opendata_jatim,2024-OFFICIAL
PKM35140438,Puskesmas Pasuruan 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Pasuruan",3514,Kecamatan 31,031-8479404,0,-7.618336,112.893345,1,0,opendata_jatim,2024-OFFICIAL
PKM35140439,Puskesmas Pasuruan 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Pasuruan",3514,Kecamatan 32,031-8324597,0,-7.718783,112.875019,1,0,opendata_jatim,2024-OFFICIAL
PKM35140440,Puskesmas Pasuruan 14,non_rawat_inap,"Jl. Desa Sehat No. 14, Kabupaten Pasuruan",3514,Kecamatan 33,031-8301332,0,-7.667023,112.948185,1,0,opendata_jatim,2024-OFFICIAL
PKM35150441,Puskesmas Sidoarjo Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Sidoarjo",3515,Kecamatan 1,031-8410160,12,-7.491553,112.66031,1,0,opendata_jatim,2024-OFFICIAL
PKM35150442,Puskesmas Sidoarjo Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Sidoarjo",3515,Kecamatan 2,031-8975686,27,-7.392691,112.654483,1,0,opendata_jatim,2024-OFFICIAL
PKM35150443,Puskesmas Sidoarjo Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Sidoarjo",3515,Kecamatan 3,031-8903531,20,-7.409617,112.722545,1,0,opendata_jatim,2024-OFFICIAL
PKM35150444,Puskesmas Sidoarjo Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Sidoarjo",3515,Kecamatan 4,031-8270128,14,-7.428915,112.733859,1,0,opendata_jatim,2024-OFFICIAL
PKM35150445,Puskesmas Sidoarjo Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Sidoarjo",3515,Kecamatan 5,031-8948343,29,-7.498865,112.749155,1,0,opendata_jatim,2024-OFFICIAL
PKM35150446,Puskesmas Sidoarjo Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Sidoarjo",3515,Kecamatan 6,031-8530816,11,-7.383375,112.753689,1,0,opendata_jatim,2024-OFFICIAL
PKM35150447,Puskesmas Sidoarjo Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Sidoarjo",3515,Kecamatan 7,031-8740255,24,-7.469512,112.753434,1,0,opendata_jatim,2024-OFFICIAL
PKM35150448,Puskesmas Sidoarjo Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Sidoarjo",3515,Kecamatan 8,031-8345369,24,-7.482212,112.758066,1,0,opendata_jatim,2024-OFFICIAL
PKM35150449,Puskesmas Sidoarjo Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Sidoarjo",3515,Kecamatan 9,031-8975679,25,-7.442358,112.687815,1,0,opendata_jatim,2024-OFFICIAL
PKM35150450,Puskesmas Sidoarjo Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Sidoarjo",3515,Kecamatan 10,031-8561999,28,-7.496757,112.746829,1,0,opendata_jatim,2024-OFFICIAL
PKM35150451,Puskesmas Sidoarjo Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Sidoarjo",3515,Kecamatan 11,031-8627335,22,-7.453931,112.683383,1,0,opendata_jatim,2024-OFFICIAL
PKM35150452,Puskesmas Sidoarjo Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Sidoarjo",3515,Kecamatan 12,031-8940181,16,-7.443406,112.792903,1,0,opendata_jatim,2024-OFFICIAL
PKM35150453,Puskesmas Sidoarjo Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Sidoarjo",3515,Kecamatan 13,031-8772324,11,-7.431054,112.77798,1,0,opendata_jatim,2024-OFFICIAL
PKM35150454,Puskesmas Sidoarjo Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Sidoarjo",3515,Kecamatan 14,031-8845957,13,-7.450905,112.697694,1,0,opendata_jatim,2024-OFFICIAL
PKM35150455,Puskesmas Sidoarjo Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Sidoarjo",3515,Kecamatan 15,031-8187949,19,-7.392457,112.774487,1,0,opendata_jatim,2024-OFFICIAL
PKM35150456,Puskesmas Sidoarjo Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Sidoarjo",3515,Kecamatan 16,031-8254506,26,-7.405701,112.681947,1,0,opendata_jatim,2024-OFFICIAL
PKM35150457,Puskesmas Sidoarjo Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Sidoarjo",3515,Kecamatan 17,031-8956375,17,-7.394833,112.652974,1,0,opendata_jatim,2024-OFFICIAL
PKM35150458,Puskesmas Sidoarjo Rawat Inap 18,rawat_inap,"Jl. Raya Kesehatan No. 18, Kabupaten Sidoarjo",3515,Kecamatan 18,031-8535050,10,-7.45562,112.694234,1,0,opendata_jatim,2024-OFFICIAL
PKM35150459,Puskesmas Sidoarjo 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Sidoarjo",3515,Kecamatan 19,031-8347231,0,-7.519279,112.718621,1,0,opendata_jatim,2024-OFFICIAL
PKM35150460,Puskesmas Sidoarjo 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Sidoarjo",3515,Kecamatan 20,031-8335445,0,-7.466013,112.651357,1,0,opendata_jatim,2024-OFFICIAL
PKM35150461,Puskesmas Sidoarjo 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Sidoarjo",3515,Kecamatan 21,031-8979940,0,-7.52329,112.787232,1,0,opendata_jatim,2024-OFFICIAL
PKM35150462,Puskesmas Sidoarjo 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Sidoarjo",3515,Kecamatan 22,031-8253143,0,-7.413447,112.691946,1,0,opendata_jatim,2024-OFFICIAL
PKM35150463,Puskesmas Sidoarjo 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Sidoarjo",3515,Kecamatan 23,031-8970068,0,-7.505784,112.684201,1,0,opendata_jatim,2024-OFFICIAL
PKM35150464,Puskesmas Sidoarjo 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Sidoarjo",3515,Kecamatan 24,031-8895702,0,-7.452207,112.771278,1,0,opendata_jatim,2024-OFFICIAL
PKM35150465,Puskesmas Sidoarjo 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Sidoarjo",3515,Kecamatan 25,031-8105506,0,-7.414914,112.710076,1,0,opendata_jatim,2024-OFFICIAL
PKM35150466,Puskesmas Sidoarjo 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Sidoarjo",3515,Kecamatan 26,031-8326130,0,-7.382863,112.641341,1,0,opendata_jatim,2024-OFFICIAL
PKM35150467,Puskesmas Sidoarjo 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Sidoarjo",3515,Kecamatan 27,031-8862560,0,-7.394206,112.726109,1,0,opendata_jatim,2024-OFFICIAL
PKM35160468,Puskesmas Mojokerto Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Mojokerto",3516,Kecamatan 1,031-8349183,19,-7.449279,112.421021,1,0,opendata_jatim,2024-OFFICIAL
PKM35160469,Puskesmas Mojokerto Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Mojokerto",3516,Kecamatan 2,031-8769989,23,-7.498516,112.36094,1,0,opendata_jatim,2024-OFFICIAL
PKM35160470,Puskesmas Mojokerto Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Mojokerto",3516,Kecamatan 3,031-8977330,13,-7.419676,112.426438,1,0,opendata_jatim,2024-OFFICIAL
PKM35160471,Puskesmas Mojokerto Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Mojokerto",3516,Kecamatan 4,031-8762652,10,-7.401876,112.448778,1,0,opendata_jatim,2024-OFFICIAL
PKM35160472,Puskesmas Mojokerto Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Mojokerto",3516,Kecamatan 5,031-8405420,14,-7.46424,112.39201,1,0,opendata_jatim,2024-OFFICIAL
