kode_bps,nama_wilayah,tahun,triwulan,tipe_pelayanan,nama_penyakit,kode_icd10,jumlah_pasien,status_kasus,sumber_data,coverage_periode
3528,Kabupaten Pamekasan,2024,Q4,rawat_inap,Pneumonia,J18,248,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3528,Kabupaten Pamekasan,2024,Q4,rawat_jalan,Demam Tifoid,A01,417,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3528,Kabupaten Pamekasan,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,355,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3528,Kabupaten Pamekasan,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,327,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,2050,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,614,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,499,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,575,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,1157,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,937,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_inap,Pneumonia,J18,146,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_jalan,Demam Tifoid,A01,228,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,478,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,550,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,913,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,652,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,444,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,1046,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,1722,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,910,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_inap,Pneumonia,J18,268,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_jalan,Demam Tifoid,A01,350,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,330,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,675,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,2251,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,285,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,403,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,730,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,1129,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,812,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_inap,Pneumonia,J18,243,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_jalan,Demam Tifoid,A01,351,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,253,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,604,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1616,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,324,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,476,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,826,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,1031,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,1240,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_inap,Pneumonia,J18,203,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_jalan,Demam Tifoid,A01,269,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,419,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,998,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,275,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,59,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,93,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,235,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,450,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,131,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_inap,Pneumonia,J18,71,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_jalan,Demam Tifoid,A01,120,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,107,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,184,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,520,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,45,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,68,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,143,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,479,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,246,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_inap,Pneumonia,J18,71,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_jalan,Demam Tifoid,A01,79,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,129,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,225,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,309,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,152,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,84,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,251,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,337,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,276,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_inap,Pneumonia,J18,45,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_jalan,Demam Tifoid,A01,133,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,63,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,158,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,445,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,88,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,93,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,189,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,504,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,136,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_inap,Pneumonia,J18,92,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_jalan,Demam Tifoid,A01,73,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,55,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,257,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,161,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,66,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,56,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,157,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,154,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,89,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_inap,Pneumonia,J18,28,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_jalan,Demam Tifoid,A01,41,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,38,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,117,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,193,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,66,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,44,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,117,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,243,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,162,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_inap,Pneumonia,J18,32,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_jalan,Demam Tifoid,A01,44,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,64,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,126,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,170,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,49,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,45,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,96,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,214,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,140,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_inap,Pneumonia,J18,21,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_jalan,Demam Tifoid,A01,65,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,61,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,112,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,136,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,45,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,58,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,148,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,134,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,163,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_inap,Pneumonia,J18,18,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_jalan,Demam Tifoid,A01,32,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,37,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,79,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,777,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,331,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,249,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,666,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,1264,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,648,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_inap,Pneumonia,J18,248,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_jalan,Demam Tifoid,A01,391,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,183,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,401,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,707,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,403,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,142,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,377,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,834,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,849,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_inap,Pneumonia,J18,192,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_jalan,Demam Tifoid,A01,193,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,331,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,308,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,740,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,352,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,310,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,810,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,1375,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,819,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_inap,Pneumonia,J18,170,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_jalan,Demam Tifoid,A01,308,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,312,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,341,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1515,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,381,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,190,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,893,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,1399,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,911,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_inap,Pneumonia,J18,236,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_jalan,Demam Tifoid,A01,337,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,322,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,716,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3574,Kota Probolinggo,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,297,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
